booking_id,hotel_type,lead_time,room_price,payment_type,customer_type,booking_channel,cancellation_status,cancellation_reason
435,Resort,3,4046,Pay at Hotel,New,Website,1,Payment Failure
436,Resort,27,5988,Pay at Hotel,New,Agent,1,Change of Plan
437,Budget,7,3731,Prepaid,New,App,0,Not Cancelled
438,City,1,4925,Pay at Hotel,Returning,Website,1,Payment Failure
439,Budget,40,3771,Prepaid,New,App,1,Unknown
440,Budget,45,2817,Prepaid,New,App,1,Better Alternative
441,Resort,21,3215,Pay at Hotel,Returning,Website,1,Unknown
442,Budget,40,5390,Prepaid,Returning,App,1,No Show
443,Resort,55,3896,Prepaid,New,Agent,1,No Show
444,City,54,2409,Prepaid,Returning,Agent,1,Change of Plan
445,Resort,15,1517,Pay at Hotel,Returning,Agent,1,No Show
446,City,28,4361,Pay at Hotel,Returning,Agent,1,Better Alternative
447,Resort,48,1816,Pay at Hotel,Returning,App,1,Change of Plan
448,Budget,47,4365,Pay at Hotel,Returning,Agent,1,No Show
449,Budget,29,5501,Prepaid,New,Website,1,Price Issue
450,City,11,5270,Pay at Hotel,New,Agent,1,Price Issue
451,City,34,2760,Pay at Hotel,New,Website,1,Price Issue
452,City,10,1848,Pay at Hotel,New,Website,1,Price Issue
453,Resort,45,2157,Prepaid,New,Agent,1,Unknown
454,Resort,49,4226,Pay at Hotel,New,Agent,1,Price Issue
455,City,20,915,Pay at Hotel,New,App,1,Change of Plan
456,Budget,20,2895,Prepaid,Returning,Website,0,Not Cancelled
457,Resort,4,2601,Prepaid,New,Agent,0,Not Cancelled
458,Resort,47,2946,Prepaid,New,App,1,Payment Failure
459,Resort,19,2420,Prepaid,New,Agent,0,Not Cancelled
460,City,36,5580,Pay at Hotel,Returning,Agent,1,Change of Plan
461,City,2,3750,Prepaid,New,Agent,0,Not Cancelled
462,City,43,4592,Pay at Hotel,New,Website,1,Unknown
463,City,32,3741,Pay at Hotel,Returning,Agent,1,Payment Failure
464,City,52,5705,Pay at Hotel,New,App,1,Price Issue
465,Budget,8,1777,Pay at Hotel,New,Agent,1,Change of Plan
466,Budget,8,3866,Pay at Hotel,Returning,Agent,1,Price Issue
467,City,3,1583,Prepaid,New,App,0,Not Cancelled
468,Resort,34,1040,Pay at Hotel,Returning,App,1,Unknown
469,City,16,2353,Pay at Hotel,New,Website,1,No Show
470,Budget,33,5378,Pay at Hotel,New,Website,1,No Show
471,Budget,23,1812,Prepaid,New,Website,1,Change of Plan
472,Resort,31,986,Pay at Hotel,Returning,Website,1,Better Alternative
473,Budget,0,2681,Pay at Hotel,Returning,App,1,Price Issue
474,City,7,5848,Prepaid,Returning,Agent,0,Not Cancelled
475,Resort,44,5386,Pay at Hotel,New,Agent,1,Better Alternative
476,City,22,1230,Pay at Hotel,New,Agent,1,Price Issue
477,City,46,1038,Prepaid,Returning,Website,1,Payment Failure
478,Resort,39,3145,Pay at Hotel,Returning,App,1,No Show
479,City,11,875,Pay at Hotel,New,App,1,Better Alternative
480,Budget,53,2156,Pay at Hotel,New,App,1,Price Issue
481,City,11,5722,Pay at Hotel,New,Agent,1,Change of Plan
482,Resort,45,3130,Pay at Hotel,New,Website,1,Price Issue
483,Resort,46,5486,Prepaid,Returning,App,1,Change of Plan
484,Resort,14,2702,Prepaid,New,Website,0,Not Cancelled
485,City,40,4813,Prepaid,New,App,1,No Show
486,Resort,18,5470,Pay at Hotel,New,Website,1,Price Issue
487,Resort,25,5787,Pay at Hotel,New,App,1,Price Issue
488,City,51,2859,Pay at Hotel,New,Website,1,Change of Plan
489,Budget,28,940,Prepaid,New,App,1,Change of Plan
490,City,21,2589,Pay at Hotel,New,App,1,Better Alternative
491,Resort,39,4426,Pay at Hotel,Returning,Website,1,Better Alternative
492,Resort,20,816,Pay at Hotel,Returning,Website,1,Better Alternative
493,City,50,5982,Prepaid,Returning,Agent,1,Price Issue
494,Budget,37,5148,Prepaid,New,Website,1,Unknown
495,Resort,19,1264,Pay at Hotel,Returning,App,1,Unknown
496,Resort,56,5271,Pay at Hotel,New,App,1,Unknown
497,Resort,28,2627,Pay at Hotel,New,Website,1,Unknown
498,City,50,3828,Prepaid,New,Agent,1,Better Alternative
499,Resort,3,1319,Prepaid,New,Website,0,Not Cancelled
500,Budget,54,889,Prepaid,Returning,App,1,Unknown
501,Resort,6,5615,Pay at Hotel,New,App,1,No Show
502,Resort,27,3651,Prepaid,New,Agent,1,Payment Failure
503,Budget,27,3643,Pay at Hotel,Returning,Website,1,No Show
504,Resort,3,5525,Pay at Hotel,Returning,App,1,Price Issue
505,City,21,2684,Prepaid,Returning,App,1,Price Issue
506,City,11,4971,Pay at Hotel,New,App,1,Payment Failure
507,City,44,1725,Prepaid,Returning,Website,1,Change of Plan
508,Budget,2,4534,Pay at Hotel,New,Website,1,Change of Plan
509,Resort,21,1769,Pay at Hotel,New,Agent,1,Change of Plan
510,City,43,1894,Prepaid,Returning,App,1,Better Alternative
511,Budget,1,3995,Pay at Hotel,Returning,App,1,Change of Plan
512,Resort,23,2204,Pay at Hotel,Returning,Agent,1,Better Alternative
513,Budget,33,4164,Pay at Hotel,New,App,1,Better Alternative
514,City,26,5090,Pay at Hotel,New,Agent,1,Change of Plan
515,City,54,4782,Pay at Hotel,New,Agent,1,Change of Plan
516,City,40,5123,Pay at Hotel,New,App,1,Payment Failure
517,Budget,0,4813,Pay at Hotel,New,Website,1,Unknown
518,Budget,7,5356,Pay at Hotel,New,Website,1,Payment Failure
519,City,22,5513,Prepaid,Returning,Website,1,Better Alternative
520,Budget,37,3892,Prepaid,New,Website,1,Payment Failure
521,City,5,4959,Pay at Hotel,Returning,App,1,Better Alternative
522,City,21,2874,Pay at Hotel,Returning,Agent,1,Price Issue
523,Resort,24,1084,Prepaid,Returning,Agent,1,Better Alternative
524,Budget,17,5733,Pay at Hotel,Returning,App,1,Better Alternative
525,City,16,5726,Prepaid,Returning,Website,0,Not Cancelled
526,City,11,1987,Prepaid,New,Agent,0,Not Cancelled
527,Budget,5,4769,Prepaid,New,App,0,Not Cancelled
528,Resort,25,3765,Pay at Hotel,New,App,1,No Show
529,Resort,26,5119,Pay at Hotel,New,Website,1,No Show
530,City,7,1583,Pay at Hotel,Returning,App,1,Unknown
531,Budget,18,1749,Prepaid,Returning,Agent,0,Not Cancelled
532,Resort,59,4739,Prepaid,Returning,Agent,1,Price Issue
533,Budget,41,844,Prepaid,New,App,1,Change of Plan
534,Budget,0,2610,Pay at Hotel,New,Agent,1,Price Issue
535,City,56,5366,Prepaid,New,App,1,Payment Failure
536,Resort,28,2881,Prepaid,New,Agent,1,Better Alternative
537,City,44,4298,Pay at Hotel,Returning,Website,1,Better Alternative
538,Resort,48,1629,Prepaid,Returning,Agent,1,Payment Failure
539,Resort,34,2709,Prepaid,New,Website,1,Payment Failure
540,Resort,39,3381,Pay at Hotel,New,Website,1,Better Alternative
541,Resort,13,1491,Pay at Hotel,Returning,App,1,Unknown
542,Resort,34,4819,Prepaid,Returning,Website,1,Change of Plan
543,Budget,47,1731,Pay at Hotel,Returning,Agent,1,Change of Plan
544,City,44,5736,Prepaid,Returning,Agent,1,Change of Plan
545,Budget,19,4206,Pay at Hotel,New,Website,1,Payment Failure
546,Resort,55,947,Prepaid,Returning,App,1,Better Alternative
547,City,48,1832,Pay at Hotel,Returning,Website,1,Unknown
548,Resort,12,2111,Prepaid,Returning,Agent,0,Not Cancelled
549,City,37,1187,Pay at Hotel,Returning,Agent,1,Better Alternative
550,Budget,48,3921,Pay at Hotel,New,Website,1,Unknown
551,City,45,2673,Pay at Hotel,New,Website,1,Price Issue
552,City,48,4388,Pay at Hotel,New,Website,1,Unknown
553,City,7,1715,Pay at Hotel,New,Agent,1,Price Issue
554,City,42,2678,Pay at Hotel,New,Agent,1,No Show
555,City,19,4548,Pay at Hotel,New,Agent,1,Price Issue
556,Resort,59,1077,Prepaid,Returning,App,1,Change of Plan
557,City,32,2777,Prepaid,Returning,Agent,1,Change of Plan
558,City,25,2659,Pay at Hotel,Returning,Agent,1,Unknown
559,Budget,38,3836,Pay at Hotel,Returning,App,1,Change of Plan
560,City,20,4171,Prepaid,New,App,0,Not Cancelled
561,Budget,52,5513,Prepaid,Returning,App,1,No Show
562,Resort,48,2982,Pay at Hotel,New,App,1,Change of Plan
563,City,41,5475,Prepaid,Returning,App,1,Payment Failure
564,Budget,42,1970,Prepaid,Returning,App,1,Payment Failure
565,Budget,53,1289,Pay at Hotel,Returning,Website,1,Payment Failure
566,Resort,40,3325,Pay at Hotel,New,Website,1,Price Issue
567,City,8,1982,Pay at Hotel,Returning,Website,1,Unknown
568,City,23,5279,Prepaid,New,Website,1,Unknown
569,Budget,36,5058,Pay at Hotel,New,Agent,1,Better Alternative
570,City,48,3288,Pay at Hotel,Returning,App,1,No Show
571,Budget,40,2676,Prepaid,New,Agent,1,Payment Failure
572,City,16,3262,Pay at Hotel,New,App,1,Payment Failure
573,Budget,23,2430,Prepaid,Returning,App,1,Change of Plan
574,City,20,1087,Prepaid,Returning,Agent,0,Not Cancelled
575,Resort,50,5082,Prepaid,Returning,Website,1,Change of Plan
576,City,58,2707,Prepaid,Returning,Agent,1,Change of Plan
577,City,38,1961,Prepaid,Returning,Agent,1,Better Alternative
578,Resort,54,929,Prepaid,Returning,App,1,Price Issue
579,City,40,3163,Pay at Hotel,New,App,1,Change of Plan
580,Resort,38,943,Pay at Hotel,Returning,App,1,Change of Plan
581,City,12,815,Pay at Hotel,Returning,Website,1,Unknown
582,Budget,10,1044,Prepaid,New,Agent,0,Not Cancelled
583,Budget,45,1726,Pay at Hotel,Returning,Agent,1,Change of Plan
584,City,18,3978,Prepaid,New,Website,0,Not Cancelled
585,City,10,2976,Pay at Hotel,Returning,Agent,1,Price Issue
586,City,12,5802,Prepaid,Returning,Agent,0,Not Cancelled
587,Budget,45,1686,Pay at Hotel,New,App,1,Payment Failure
588,City,44,1140,Prepaid,Returning,Website,1,Price Issue
589,Budget,0,2851,Pay at Hotel,New,App,1,Payment Failure
590,Resort,39,4198,Prepaid,Returning,Website,1,Unknown
591,Budget,43,4750,Pay at Hotel,Returning,App,1,Change of Plan
592,Budget,18,1105,Prepaid,New,Agent,0,Not Cancelled
593,Resort,11,1707,Pay at Hotel,Returning,Website,1,No Show
594,Budget,7,3454,Pay at Hotel,Returning,Website,1,Payment Failure
595,City,7,4592,Pay at Hotel,New,App,1,Change of Plan
596,City,52,4842,Prepaid,Returning,Website,1,No Show
597,Budget,44,2171,Prepaid,New,Agent,1,No Show
598,City,11,1120,Prepaid,Returning,Agent,0,Not Cancelled
599,Budget,47,5454,Prepaid,New,Agent,1,Unknown
600,City,32,4859,Prepaid,Returning,App,1,Payment Failure
601,City,44,1931,Pay at Hotel,New,Website,1,Change of Plan
602,Budget,25,3378,Prepaid,New,App,1,Better Alternative
603,City,38,4842,Pay at Hotel,Returning,Agent,1,Payment Failure
604,Budget,27,4167,Pay at Hotel,Returning,Website,1,No Show
605,City,57,1617,Prepaid,New,Agent,1,No Show
606,City,4,811,Pay at Hotel,Returning,Website,1,Price Issue
607,Resort,7,994,Prepaid,New,Website,0,Not Cancelled
608,Resort,24,3337,Prepaid,Returning,App,1,Price Issue
609,Budget,26,3642,Prepaid,Returning,Website,1,Unknown
610,Resort,45,3029,Pay at Hotel,New,Agent,1,Better Alternative
611,Budget,22,3809,Prepaid,New,Website,1,Payment Failure
612,Resort,29,5551,Prepaid,Returning,Agent,1,No Show
613,City,44,2877,Prepaid,Returning,App,1,Change of Plan
614,Budget,46,4667,Pay at Hotel,Returning,Agent,1,No Show
615,Budget,22,5673,Prepaid,Returning,Website,1,Unknown
616,City,48,1243,Pay at Hotel,Returning,Agent,1,Price Issue
617,Budget,46,1097,Pay at Hotel,New,Agent,1,Price Issue
618,Budget,19,5703,Prepaid,Returning,Website,0,Not Cancelled
619,Resort,17,1644,Pay at Hotel,Returning,Agent,1,Change of Plan
620,Budget,17,1815,Pay at Hotel,New,Website,1,Unknown
621,City,1,2184,Prepaid,New,App,0,Not Cancelled
622,Resort,3,2197,Prepaid,New,Agent,0,Not Cancelled
623,Resort,29,1353,Prepaid,Returning,App,1,Unknown
624,City,32,3150,Pay at Hotel,New,Agent,1,Unknown
625,City,35,5316,Prepaid,New,Agent,1,Price Issue
626,Resort,17,2069,Pay at Hotel,New,App,1,Price Issue
627,Budget,36,2060,Pay at Hotel,New,Agent,1,Price Issue
628,Resort,18,984,Pay at Hotel,Returning,Agent,1,No Show
629,City,46,5363,Pay at Hotel,Returning,App,1,Better Alternative
630,Resort,27,3210,Pay at Hotel,Returning,Agent,1,Price Issue
631,City,39,5231,Prepaid,New,Website,1,Better Alternative
632,Resort,19,3009,Prepaid,New,Agent,0,Not Cancelled
633,Budget,48,4472,Pay at Hotel,New,Agent,1,Change of Plan
634,Resort,32,5483,Pay at Hotel,New,Agent,1,Payment Failure
635,Resort,11,2681,Prepaid,New,App,0,Not Cancelled
636,City,57,5096,Prepaid,New,Website,1,Better Alternative
637,City,50,1321,Pay at Hotel,Returning,Website,1,No Show
638,City,14,2687,Pay at Hotel,Returning,Agent,1,Change of Plan
639,Resort,40,3352,Prepaid,New,App,1,Price Issue
640,Budget,38,4609,Prepaid,Returning,App,1,Unknown
641,City,1,5683,Pay at Hotel,New,Website,1,Better Alternative
642,City,28,4955,Prepaid,New,App,1,Payment Failure
643,Resort,40,5473,Prepaid,Returning,Agent,1,Unknown
644,City,9,5216,Pay at Hotel,New,Agent,1,Change of Plan
645,Budget,1,4279,Pay at Hotel,Returning,App,1,No Show
646,Budget,50,5818,Pay at Hotel,New,Agent,1,Price Issue
647,City,10,2209,Prepaid,New,Website,0,Not Cancelled
648,City,12,2494,Pay at Hotel,Returning,Agent,1,Payment Failure
649,Resort,9,5464,Prepaid,New,App,0,Not Cancelled
650,Budget,13,5997,Pay at Hotel,New,Website,1,Payment Failure
651,Budget,17,1326,Pay at Hotel,New,Agent,1,No Show
652,City,50,3460,Prepaid,Returning,Website,1,No Show
653,Resort,53,2972,Prepaid,New,App,1,Unknown
654,Budget,8,5766,Pay at Hotel,New,Agent,1,Payment Failure
655,Budget,56,1079,Pay at Hotel,New,Agent,1,Payment Failure
656,Resort,38,3764,Prepaid,Returning,Website,1,Payment Failure
657,Resort,27,4777,Pay at Hotel,Returning,Agent,1,Price Issue
658,Budget,2,3469,Prepaid,Returning,Agent,0,Not Cancelled
659,Budget,19,3693,Prepaid,Returning,Agent,0,Not Cancelled
660,Resort,5,2551,Pay at Hotel,Returning,Agent,1,Price Issue
661,Budget,26,4781,Prepaid,New,App,1,Price Issue
662,City,52,5569,Prepaid,Returning,Agent,1,Price Issue
663,City,1,3161,Prepaid,Returning,Website,0,Not Cancelled
664,Resort,28,5227,Pay at Hotel,New,App,1,Change of Plan
665,Resort,37,4931,Prepaid,Returning,Website,1,Payment Failure
666,Resort,2,2508,Pay at Hotel,New,Website,1,Unknown
667,City,15,3486,Pay at Hotel,Returning,Website,1,No Show
668,Budget,29,3695,Pay at Hotel,New,App,1,Better Alternative
669,City,39,5335,Prepaid,New,App,1,Unknown
670,Budget,1,3576,Prepaid,Returning,App,0,Not Cancelled
671,City,16,1919,Pay at Hotel,Returning,Agent,1,No Show
672,Budget,40,3788,Pay at Hotel,New,Website,1,Change of Plan
673,City,11,5059,Prepaid,New,App,0,Not Cancelled
674,Resort,34,5043,Pay at Hotel,New,Website,1,Price Issue
675,City,42,994,Pay at Hotel,New,App,1,Unknown
676,Budget,0,1462,Prepaid,New,App,0,Not Cancelled
677,City,54,1279,Pay at Hotel,New,App,1,No Show
678,City,44,5018,Prepaid,New,Website,1,Price Issue
679,City,14,2223,Prepaid,Returning,Agent,0,Not Cancelled
680,Resort,25,5860,Pay at Hotel,New,App,1,No Show
681,City,36,3508,Prepaid,Returning,App,1,Change of Plan
682,Resort,20,3975,Prepaid,Returning,App,0,Not Cancelled
683,Resort,48,4614,Prepaid,New,Agent,1,Change of Plan
684,City,30,2814,Pay at Hotel,New,Website,1,Price Issue
685,City,24,4589,Pay at Hotel,Returning,Website,1,No Show
686,City,22,5605,Pay at Hotel,New,Website,1,Payment Failure
687,Budget,23,3243,Prepaid,New,Website,1,Unknown
688,City,56,1711,Prepaid,Returning,App,1,Payment Failure
689,Resort,37,4013,Pay at Hotel,Returning,Agent,1,Payment Failure
690,City,27,3164,Pay at Hotel,Returning,App,1,Payment Failure
691,Budget,20,4429,Prepaid,New,Agent,0,Not Cancelled
692,City,53,4272,Pay at Hotel,New,Website,1,Payment Failure
693,Budget,42,1480,Pay at Hotel,Returning,Agent,1,Change of Plan
694,Budget,17,5451,Pay at Hotel,New,App,1,No Show
695,City,35,1409,Pay at Hotel,Returning,App,1,Price Issue
696,Resort,34,2956,Pay at Hotel,New,Website,1,Payment Failure
697,Budget,44,4666,Prepaid,Returning,App,1,Payment Failure
698,City,54,1171,Pay at Hotel,New,App,1,Price Issue
699,City,8,1415,Pay at Hotel,Returning,Agent,1,Price Issue
700,Resort,52,3053,Prepaid,New,App,1,Payment Failure
701,Budget,37,5742,Prepaid,New,Website,1,Change of Plan
702,Budget,57,4938,Prepaid,Returning,Website,1,Price Issue
703,City,29,1664,Prepaid,New,App,1,No Show
704,City,59,2068,Pay at Hotel,New,Website,1,No Show
705,Resort,43,1584,Pay at Hotel,Returning,Agent,1,Change of Plan
706,Resort,33,5371,Pay at Hotel,New,Agent,1,Unknown
707,Budget,31,4978,Pay at Hotel,New,App,1,Better Alternative
708,Budget,2,3037,Prepaid,New,App,0,Not Cancelled
709,City,2,4854,Prepaid,Returning,Agent,0,Not Cancelled
710,Budget,27,5695,Pay at Hotel,Returning,Website,1,Better Alternative
711,Resort,43,1735,Pay at Hotel,Returning,App,1,Payment Failure
712,Resort,14,4780,Pay at Hotel,Returning,App,1,No Show
713,City,40,3138,Pay at Hotel,Returning,Website,1,Price Issue
714,Resort,22,1125,Prepaid,New,App,1,Payment Failure
715,Resort,39,2334,Pay at Hotel,New,Website,1,No Show
716,Resort,10,4280,Prepaid,Returning,Website,0,Not Cancelled
717,Resort,47,4661,Prepaid,New,Website,1,Payment Failure
718,City,31,2785,Prepaid,New,Website,1,No Show
719,City,57,5732,Prepaid,New,Website,1,Price Issue
720,Budget,58,5403,Pay at Hotel,New,Agent,1,Payment Failure
721,Resort,56,3578,Pay at Hotel,Returning,Website,1,Unknown
722,Budget,53,2070,Pay at Hotel,Returning,Agent,1,No Show
723,City,35,1440,Pay at Hotel,New,Website,1,Payment Failure
724,City,59,5503,Prepaid,New,App,1,Price Issue
725,City,32,4878,Prepaid,Returning,Agent,1,Payment Failure
726,City,23,5461,Prepaid,New,App,1,Payment Failure
727,City,38,2167,Pay at Hotel,New,Website,1,Unknown
728,City,33,4842,Prepaid,New,Website,1,No Show
729,City,55,3375,Prepaid,Returning,App,1,Better Alternative
730,Resort,27,4403,Prepaid,Returning,Website,1,Payment Failure
731,Budget,36,2381,Prepaid,New,App,1,Better Alternative
732,City,6,2786,Pay at Hotel,New,Website,1,Change of Plan
733,Resort,3,3040,Prepaid,New,Website,0,Not Cancelled
734,Resort,36,4766,Prepaid,New,Agent,1,Better Alternative
735,Budget,55,2905,Pay at Hotel,New,App,1,Change of Plan
736,City,0,928,Pay at Hotel,New,Website,1,Unknown
737,Budget,0,5601,Pay at Hotel,Returning,App,1,No Show
738,City,46,4796,Prepaid,Returning,Agent,1,Payment Failure
739,Resort,19,1651,Prepaid,New,App,0,Not Cancelled
740,Resort,18,4903,Prepaid,Returning,Agent,0,Not Cancelled
741,Resort,28,2876,Prepaid,New,App,1,No Show
742,Resort,9,3794,Pay at Hotel,New,App,1,No Show
743,Budget,59,4544,Prepaid,Returning,Agent,1,Price Issue
744,City,17,3556,Prepaid,Returning,Website,0,Not Cancelled
745,City,27,2444,Pay at Hotel,New,Website,1,No Show
746,Budget,34,5171,Pay at Hotel,New,Website,1,Better Alternative
747,City,42,3944,Pay at Hotel,Returning,App,1,Change of Plan
748,Resort,46,1042,Prepaid,Returning,App,1,Price Issue
749,City,30,4885,Prepaid,New,Website,1,Payment Failure
750,Resort,26,970,Prepaid,New,App,1,Unknown
751,Budget,10,1452,Prepaid,New,App,0,Not Cancelled
752,City,48,4312,Prepaid,Returning,Website,1,Better Alternative
753,Budget,48,2299,Pay at Hotel,New,Agent,1,Price Issue
754,City,37,2899,Pay at Hotel,Returning,App,1,Change of Plan
755,Resort,4,2958,Prepaid,New,App,0,Not Cancelled
756,Budget,7,2772,Prepaid,Returning,App,0,Not Cancelled
757,City,33,4725,Prepaid,Returning,App,1,No Show
758,Resort,47,5962,Prepaid,Returning,Agent,1,Price Issue
759,Budget,51,3058,Prepaid,Returning,Website,1,Price Issue
760,Budget,55,4839,Pay at Hotel,New,App,1,Better Alternative
761,City,11,2835,Pay at Hotel,Returning,Website,1,Payment Failure
762,City,37,4071,Pay at Hotel,Returning,App,1,Payment Failure
763,City,0,1657,Prepaid,Returning,Agent,0,Not Cancelled
764,Resort,30,4623,Prepaid,New,Website,1,Unknown
765,City,3,1849,Pay at Hotel,New,Agent,1,Unknown
766,Budget,48,4790,Pay at Hotel,New,App,1,Change of Plan
767,Budget,44,1098,Prepaid,New,Agent,1,Unknown
768,City,49,1723,Pay at Hotel,New,Agent,1,Unknown
769,City,4,5032,Pay at Hotel,New,App,1,Price Issue
770,Budget,29,5939,Prepaid,Returning,App,1,Change of Plan
771,Resort,55,5106,Pay at Hotel,Returning,Website,1,Price Issue
772,City,23,3599,Pay at Hotel,Returning,App,1,Better Alternative
773,City,58,5675,Pay at Hotel,New,Website,1,Better Alternative
774,Budget,2,4862,Prepaid,Returning,Agent,0,Not Cancelled
775,City,10,4845,Pay at Hotel,Returning,Agent,1,Change of Plan
776,Resort,44,2602,Pay at Hotel,New,Website,1,Unknown
777,Budget,3,3513,Pay at Hotel,Returning,App,1,Better Alternative
778,City,25,5961,Prepaid,New,App,1,No Show
779,Budget,26,5306,Prepaid,Returning,Agent,1,Payment Failure
780,City,45,3653,Pay at Hotel,New,Website,1,Unknown
781,City,53,3457,Prepaid,New,Agent,1,Payment Failure
782,City,42,5322,Pay at Hotel,New,Agent,1,Better Alternative
783,Resort,26,4146,Prepaid,Returning,App,1,Payment Failure
784,Resort,41,2271,Prepaid,Returning,Website,1,No Show
785,Budget,50,3749,Pay at Hotel,New,Agent,1,No Show
786,City,49,1741,Pay at Hotel,New,App,1,Price Issue
787,City,5,2707,Pay at Hotel,Returning,Agent,1,Change of Plan
788,Resort,58,5637,Prepaid,Returning,Agent,1,Payment Failure
789,City,14,2043,Pay at Hotel,New,App,1,No Show
790,Resort,52,5223,Prepaid,Returning,App,1,Change of Plan
791,City,29,2266,Prepaid,Returning,Website,1,Change of Plan
792,Budget,41,4757,Pay at Hotel,Returning,Agent,1,Price Issue
793,City,36,2766,Prepaid,New,Website,1,Change of Plan
794,City,57,1175,Pay at Hotel,New,App,1,Change of Plan
795,Resort,36,1062,Prepaid,Returning,App,1,Unknown
796,City,41,5162,Pay at Hotel,New,Agent,1,Better Alternative
797,City,59,4188,Prepaid,Returning,Website,1,Price Issue
798,Resort,36,4195,Prepaid,Returning,Website,1,Price Issue
799,Budget,34,2744,Pay at Hotel,New,Agent,1,Payment Failure
800,Budget,22,2693,Prepaid,New,Agent,1,Change of Plan
801,Resort,5,4434,Pay at Hotel,New,Website,1,Payment Failure
802,Resort,3,2452,Prepaid,Returning,App,0,Not Cancelled
803,Resort,17,4941,Prepaid,Returning,App,0,Not Cancelled
804,Resort,59,4692,Prepaid,New,Agent,1,Change of Plan
805,Resort,8,1399,Pay at Hotel,New,Website,1,No Show
806,Budget,48,5615,Pay at Hotel,New,Website,1,Better Alternative
807,Budget,28,2712,Pay at Hotel,Returning,Website,1,Unknown
808,Resort,12,2092,Pay at Hotel,Returning,App,1,Change of Plan
809,City,58,1400,Pay at Hotel,Returning,App,1,Payment Failure
810,Resort,46,1180,Prepaid,New,Website,1,Payment Failure
811,City,51,5013,Prepaid,New,Website,1,Change of Plan
812,Resort,16,4437,Pay at Hotel,Returning,Agent,1,Payment Failure
813,Resort,44,2963,Prepaid,New,Agent,1,Change of Plan
814,Budget,31,5155,Prepaid,New,Website,1,Price Issue
815,City,47,1898,Prepaid,New,Website,1,Payment Failure
816,City,21,1165,Prepaid,New,App,1,Change of Plan
817,Budget,3,3370,Pay at Hotel,Returning,Website,1,Change of Plan
818,Budget,4,4219,Prepaid,New,Agent,0,Not Cancelled
819,Budget,36,3276,Pay at Hotel,Returning,App,1,Price Issue
820,Budget,40,1590,Pay at Hotel,Returning,Agent,1,Payment Failure
821,City,48,4369,Prepaid,New,Agent,1,Change of Plan
822,City,12,1546,Pay at Hotel,Returning,App,1,Price Issue
823,Resort,33,1112,Prepaid,Returning,Agent,1,No Show
824,Resort,44,5433,Prepaid,New,Website,1,Better Alternative
825,Budget,21,1720,Prepaid,Returning,Agent,1,Payment Failure
826,Budget,52,1877,Pay at Hotel,Returning,App,1,Unknown
827,Budget,58,3629,Pay at Hotel,Returning,App,1,Change of Plan
828,Resort,22,3181,Pay at Hotel,Returning,App,1,Price Issue
829,Resort,50,4418,Prepaid,Returning,Agent,1,Price Issue
830,Resort,2,1597,Prepaid,Returning,Website,0,Not Cancelled
831,Resort,41,5243,Prepaid,Returning,App,1,Payment Failure
832,Resort,33,1072,Pay at Hotel,Returning,Website,1,Unknown
833,Resort,31,3810,Prepaid,New,App,1,Price Issue
834,Resort,44,5615,Prepaid,New,Website,1,No Show
835,Budget,50,2573,Pay at Hotel,New,Website,1,Change of Plan
836,Budget,57,3347,Pay at Hotel,Returning,Website,1,No Show
837,Budget,48,3964,Pay at Hotel,Returning,App,1,Payment Failure
838,Budget,20,5580,Prepaid,Returning,Agent,0,Not Cancelled
839,Resort,45,5517,Prepaid,New,Agent,1,Price Issue
840,City,43,1746,Prepaid,New,Agent,1,Price Issue
841,Resort,20,3465,Pay at Hotel,New,Website,1,Better Alternative
842,City,43,1306,Pay at Hotel,Returning,App,1,No Show
843,Budget,10,1043,Pay at Hotel,New,Website,1,Change of Plan
844,Resort,38,1305,Pay at Hotel,New,App,1,Unknown
845,Budget,3,5317,Prepaid,Returning,Website,0,Not Cancelled
846,Resort,50,3958,Prepaid,New,App,1,Payment Failure
847,Budget,0,4390,Prepaid,Returning,App,0,Not Cancelled
848,City,27,2672,Prepaid,New,App,1,No Show
849,City,23,4593,Prepaid,Returning,Website,1,Change of Plan
850,City,34,1992,Prepaid,Returning,Agent,1,Better Alternative
851,Resort,12,5225,Prepaid,Returning,Website,0,Not Cancelled
852,City,46,5545,Prepaid,Returning,Website,1,Payment Failure
853,Resort,33,2264,Pay at Hotel,Returning,App,1,No Show
854,City,10,1190,Pay at Hotel,New,App,1,Unknown
855,City,35,5276,Prepaid,Returning,Agent,1,Change of Plan
856,Resort,50,4177,Pay at Hotel,Returning,Agent,1,Price Issue
857,Resort,16,5637,Prepaid,Returning,App,0,Not Cancelled
858,City,34,5715,Prepaid,Returning,Agent,1,Payment Failure
859,Resort,59,1472,Pay at Hotel,New,Agent,1,Better Alternative
860,City,17,3360,Prepaid,Returning,App,0,Not Cancelled
861,Resort,39,2011,Prepaid,New,Website,1,Better Alternative
862,Budget,21,1729,Prepaid,Returning,Agent,1,Change of Plan
863,Budget,56,2339,Prepaid,Returning,App,1,Price Issue
864,Budget,23,1712,Prepaid,New,Agent,1,No Show
865,Budget,57,1443,Prepaid,New,Agent,1,Change of Plan
866,Budget,18,5322,Prepaid,New,App,0,Not Cancelled
867,City,36,1301,Pay at Hotel,Returning,Agent,1,Payment Failure
868,Budget,38,1529,Pay at Hotel,New,Agent,1,Unknown
869,Budget,20,2083,Prepaid,Returning,Agent,0,Not Cancelled
